Trade Date,Options Class,Underlying,Product Type,Exchange,Volume
2009/03/31,SPY,SPY,S,CBOE,84
2009/04/01,SPY,SPY,S,CBOE,92
2009/04/02,SPY,SPY,S,CBOE,260
2009/04/03,SPY,SPY,S,CBOE,13054
2009/04/06,SPY,SPY,S,CBOE,150
2009/04/07,SPY,SPY,S,CBOE,5282
2009/04/08,SPY,SPY,S,CBOE,31
2009/04/09,SPY,SPY,S,CBOE,3042
2009/04/13,SPY,SPY,S,CBOE,1570
2009/04/14,SPY,SPY,S,CBOE,559
2009/04/16,SPY,SPY,S,CBOE,25
2009/04/17,SPY,SPY,S,CBOE,41
2009/04/20,SPY,SPY,S,CBOE,41
2009/04/21,SPY,SPY,S,CBOE,7
2009/04/22,SPY,SPY,S,CBOE,10
2009/04/23,SPY,SPY,S,CBOE,22
2009/04/24,SPY,SPY,S,CBOE,21
2009/04/27,SPY,SPY,S,CBOE,22
2009/04/28,SPY,SPY,S,CBOE,122
2009/04/29,SPY,SPY,S,CBOE,278
2009/04/30,SPY,SPY,S,CBOE,1020
2009/05/01,SPY,SPY,S,CBOE,717
2009/05/04,SPY,SPY,S,CBOE,418
2009/05/05,SPY,SPY,S,CBOE,100
2009/05/06,SPY,SPY,S,CBOE,199
2009/05/07,SPY,SPY,S,CBOE,4519
2009/05/08,SPY,SPY,S,CBOE,1497
2009/05/11,SPY,SPY,S,CBOE,143
2009/05/12,SPY,SPY,S,CBOE,347
2009/05/13,SPY,SPY,S,CBOE,861
2009/05/14,SPY,SPY,S,CBOE,10
2009/05/15,SPY,SPY,S,CBOE,630
2009/05/18,SPY,SPY,S,CBOE,145
2009/05/19,SPY,SPY,S,CBOE,435
2009/05/20,SPY,SPY,S,CBOE,1248
2009/05/21,SPY,SPY,S,CBOE,108
2009/05/22,SPY,SPY,S,CBOE,101
2009/05/26,SPY,SPY,S,CBOE,436
2009/05/27,SPY,SPY,S,CBOE,342
2009/05/28,SPY,SPY,S,CBOE,8841
2009/05/29,SPY,SPY,S,CBOE,10766
2009/06/01,SPY,SPY,S,CBOE,1163
2009/06/02,SPY,SPY,S,CBOE,3982
2009/06/03,SPY,SPY,S,CBOE,68
2009/06/04,SPY,SPY,S,CBOE,3934
2009/06/05,SPY,SPY,S,CBOE,1573
2009/06/08,SPY,SPY,S,CBOE,457
2009/06/09,SPY,SPY,S,CBOE,81
2009/06/10,SPY,SPY,S,CBOE,463
2009/06/11,SPY,SPY,S,CBOE,73
2009/06/12,SPY,SPY,S,CBOE,18
2009/06/15,SPY,SPY,S,CBOE,25
2009/06/16,SPY,SPY,S,CBOE,261
2009/06/17,SPY,SPY,S,CBOE,86
2009/06/18,SPY,SPY,S,CBOE,817
2009/06/19,SPY,SPY,S,CBOE,71
2009/06/22,SPY,SPY,S,CBOE,425
2009/06/23,SPY,SPY,S,CBOE,388
2009/06/24,SPY,SPY,S,CBOE,201
2009/06/25,SPY,SPY,S,CBOE,580
2009/06/26,SPY,SPY,S,CBOE,62
2009/06/29,SPY,SPY,S,CBOE,14
2009/06/30,SPY,SPY,S,CBOE,72
2009/07/01,SPY,SPY,S,CBOE,66
2009/07/02,SPY,SPY,S,CBOE,153
2009/07/06,SPY,SPY,S,CBOE,655
2009/07/07,SPY,SPY,S,CBOE,191
2009/07/08,SPY,SPY,S,CBOE,537
2009/07/09,SPY,SPY,S,CBOE,254
2009/07/10,SPY,SPY,S,CBOE,115
2009/07/13,SPY,SPY,S,CBOE,104
2009/07/14,SPY,SPY,S,CBOE,43
2009/07/15,SPY,SPY,S,CBOE,1101
2009/07/16,SPY,SPY,S,CBOE,214
2009/07/17,SPY,SPY,S,CBOE,1488
2009/07/20,SPY,SPY,S,CBOE,3044
2009/07/21,SPY,SPY,S,CBOE,3222
2009/07/22,SPY,SPY,S,CBOE,1312
2009/07/23,SPY,SPY,S,CBOE,28680
2009/07/24,SPY,SPY,S,CBOE,2849
2009/07/27,SPY,SPY,S,CBOE,687
2009/07/28,SPY,SPY,S,CBOE,2520
2009/07/29,SPY,SPY,S,CBOE,2095
2009/07/30,SPY,SPY,S,CBOE,19610
2009/07/31,SPY,SPY,S,CBOE,7279
2009/08/03,SPY,SPY,S,CBOE,4344
2009/08/04,SPY,SPY,S,CBOE,5633
2009/08/05,SPY,SPY,S,CBOE,5838
2009/08/06,SPY,SPY,S,CBOE,3191
2009/08/07,SPY,SPY,S,CBOE,61163
2009/08/10,SPY,SPY,S,CBOE,6572
2009/08/11,SPY,SPY,S,CBOE,23005
2009/08/12,SPY,SPY,S,CBOE,2248
2009/08/13,SPY,SPY,S,CBOE,7131
2009/08/14,SPY,SPY,S,CBOE,3348
2009/08/17,SPY,SPY,S,CBOE,5296
2009/08/18,SPY,SPY,S,CBOE,1458
2009/08/19,SPY,SPY,S,CBOE,12175
2009/08/20,SPY,SPY,S,CBOE,8844
2009/08/21,SPY,SPY,S,CBOE,12760
2009/08/24,SPY,SPY,S,CBOE,12490
2009/08/25,SPY,SPY,S,CBOE,18577
2009/08/26,SPY,SPY,S,CBOE,15193
2009/08/27,SPY,SPY,S,CBOE,15260
2009/08/28,SPY,SPY,S,CBOE,8119
2009/08/31,SPY,SPY,S,CBOE,22195
2009/09/01,SPY,SPY,S,CBOE,10600
2009/09/02,SPY,SPY,S,CBOE,3307
2009/09/03,SPY,SPY,S,CBOE,6235
2009/09/04,SPY,SPY,S,CBOE,7520
2009/09/08,SPY,SPY,S,CBOE,11089
2009/09/09,SPY,SPY,S,CBOE,13416
2009/09/10,SPY,SPY,S,CBOE,18702
2009/09/11,SPY,SPY,S,CBOE,16713
2009/09/14,SPY,SPY,S,CBOE,6749
2009/09/15,SPY,SPY,S,CBOE,25544
2009/09/16,SPY,SPY,S,CBOE,116469
2009/09/17,SPY,SPY,S,CBOE,27192
2009/09/18,SPY,SPY,S,CBOE,46704
2009/09/21,SPY,SPY,S,CBOE,16302
2009/09/22,SPY,SPY,S,CBOE,18800
2009/09/23,SPY,SPY,S,CBOE,26494
2009/09/24,SPY,SPY,S,CBOE,40731
2009/09/25,SPY,SPY,S,CBOE,14359
2009/09/28,SPY,SPY,S,CBOE,13483
2009/09/29,SPY,SPY,S,CBOE,12160
2009/09/30,SPY,SPY,S,CBOE,17979
2009/10/01,SPY,SPY,S,CBOE,15152
2009/10/02,SPY,SPY,S,CBOE,47087
2009/10/05,SPY,SPY,S,CBOE,17282
2009/10/06,SPY,SPY,S,CBOE,30887
2009/10/07,SPY,SPY,S,CBOE,26690
2009/10/08,SPY,SPY,S,CBOE,38822
2009/10/09,SPY,SPY,S,CBOE,18336
2009/10/12,SPY,SPY,S,CBOE,32774
2009/10/13,SPY,SPY,S,CBOE,21779
2009/10/14,SPY,SPY,S,CBOE,94957
2009/10/15,SPY,SPY,S,CBOE,76662
2009/10/16,SPY,SPY,S,CBOE,59823
2009/10/19,SPY,SPY,S,CBOE,75535
2009/10/20,SPY,SPY,S,CBOE,51954
2009/10/21,SPY,SPY,S,CBOE,64877
2009/10/22,SPY,SPY,S,CBOE,70107
2009/10/23,SPY,SPY,S,CBOE,63807
2009/10/26,SPY,SPY,S,CBOE,52402
2009/10/27,SPY,SPY,S,CBOE,28547
2009/10/28,SPY,SPY,S,CBOE,65068
2009/10/29,SPY,SPY,S,CBOE,36978
2009/10/30,SPY,SPY,S,CBOE,55822
2009/11/02,SPY,SPY,S,CBOE,75569
2009/11/03,SPY,SPY,S,CBOE,17805
2009/11/04,SPY,SPY,S,CBOE,17891
2009/11/05,SPY,SPY,S,CBOE,14904
2009/11/06,SPY,SPY,S,CBOE,26645
2009/11/09,SPY,SPY,S,CBOE,65421
2009/11/10,SPY,SPY,S,CBOE,97185
2009/11/11,SPY,SPY,S,CBOE,172660
2009/11/12,SPY,SPY,S,CBOE,133905
2009/11/13,SPY,SPY,S,CBOE,73193
2009/11/16,SPY,SPY,S,CBOE,190390
2009/11/17,SPY,SPY,S,CBOE,151987
2009/11/18,SPY,SPY,S,CBOE,153621
2009/11/19,SPY,SPY,S,CBOE,140250
2009/11/20,SPY,SPY,S,CBOE,85336
2009/11/23,SPY,SPY,S,CBOE,96691
2009/11/24,SPY,SPY,S,CBOE,54106
2009/11/25,SPY,SPY,S,CBOE,138209
2009/11/27,SPY,SPY,S,CBOE,56739
2009/11/30,SPY,SPY,S,CBOE,80088
2009/12/01,SPY,SPY,S,CBOE,119611
2009/12/02,SPY,SPY,S,CBOE,95548
2009/12/03,SPY,SPY,S,CBOE,103703
2009/12/04,SPY,SPY,S,CBOE,189641
2009/12/07,SPY,SPY,S,CBOE,90265
2009/12/08,SPY,SPY,S,CBOE,84712
2009/12/09,SPY,SPY,S,CBOE,58097
2009/12/10,SPY,SPY,S,CBOE,106607
2009/12/11,SPY,SPY,S,CBOE,115773
2009/12/14,SPY,SPY,S,CBOE,178287
2009/12/15,SPY,SPY,S,CBOE,114487
2009/12/16,SPY,SPY,S,CBOE,211719
2009/12/17,SPY,SPY,S,CBOE,143736
2009/12/18,SPY,SPY,S,CBOE,91066
2009/12/21,SPY,SPY,S,CBOE,135100
2009/12/22,SPY,SPY,S,CBOE,70061
2009/12/23,SPY,SPY,S,CBOE,107439
2009/12/24,SPY,SPY,S,CBOE,48937
2009/12/28,SPY,SPY,S,CBOE,96660
2009/12/29,SPY,SPY,S,CBOE,145039
2009/12/30,SPY,SPY,S,CBOE,94089
2009/12/31,SPY,SPY,S,CBOE,123148
2010/01/04,SPY,SPY,S,CBOE,135937
2010/01/05,SPY,SPY,S,CBOE,105176
2010/01/06,SPY,SPY,S,CBOE,133377
2010/01/07,SPY,SPY,S,CBOE,199227
2010/01/08,SPY,SPY,S,CBOE,143966
2010/01/11,SPY,SPY,S,CBOE,213521
2010/01/12,SPY,SPY,S,CBOE,120028
2010/01/13,SPY,SPY,S,CBOE,225504
2010/01/14,SPY,SPY,S,CBOE,187219
2010/01/15,SPY,SPY,S,CBOE,296264
2010/01/19,SPY,SPY,S,CBOE,131981
2010/01/20,SPY,SPY,S,CBOE,138000
2010/01/21,SPY,SPY,S,CBOE,259381
2010/01/22,SPY,SPY,S,CBOE,226148
2010/01/25,SPY,SPY,S,CBOE,115865
2010/01/26,SPY,SPY,S,CBOE,143831
2010/01/27,SPY,SPY,S,CBOE,165675
2010/01/28,SPY,SPY,S,CBOE,134369
2010/01/29,SPY,SPY,S,CBOE,118178
2010/02/01,SPY,SPY,S,CBOE,159703
2010/02/02,SPY,SPY,S,CBOE,102706
2010/02/03,SPY,SPY,S,CBOE,71929
2010/02/04,SPY,SPY,S,CBOE,133755
2010/02/05,SPY,SPY,S,CBOE,130727
2010/02/08,SPY,SPY,S,CBOE,50333
2010/02/09,SPY,SPY,S,CBOE,63207
2010/02/10,SPY,SPY,S,CBOE,57403
2010/02/11,SPY,SPY,S,CBOE,88448
2010/02/12,SPY,SPY,S,CBOE,50855
2010/02/16,SPY,SPY,S,CBOE,74550
2010/02/17,SPY,SPY,S,CBOE,151724
2010/02/18,SPY,SPY,S,CBOE,183841
2010/02/19,SPY,SPY,S,CBOE,258977
2010/02/22,SPY,SPY,S,CBOE,85281
2010/02/23,SPY,SPY,S,CBOE,130688
2010/02/24,SPY,SPY,S,CBOE,73875
2010/02/25,SPY,SPY,S,CBOE,142645
2010/02/26,SPY,SPY,S,CBOE,104664
2010/03/01,SPY,SPY,S,CBOE,153794
2010/03/02,SPY,SPY,S,CBOE,139540
2010/03/03,SPY,SPY,S,CBOE,121599
2010/03/04,SPY,SPY,S,CBOE,115756
2010/03/05,SPY,SPY,S,CBOE,264026
2010/03/08,SPY,SPY,S,CBOE,187659
2010/03/09,SPY,SPY,S,CBOE,189718
2010/03/10,SPY,SPY,S,CBOE,259504
2010/03/11,SPY,SPY,S,CBOE,172523
2010/03/12,SPY,SPY,S,CBOE,245948
2010/03/15,SPY,SPY,S,CBOE,255221
2010/03/16,SPY,SPY,S,CBOE,210247
2010/03/17,SPY,SPY,S,CBOE,429022
2010/03/18,SPY,SPY,S,CBOE,295045
2010/03/19,SPY,SPY,S,CBOE,262628
2010/03/22,SPY,SPY,S,CBOE,191298
2010/03/23,SPY,SPY,S,CBOE,179802
2010/03/24,SPY,SPY,S,CBOE,178956
2010/03/25,SPY,SPY,S,CBOE,240522
2010/03/26,SPY,SPY,S,CBOE,145634
2010/03/29,SPY,SPY,S,CBOE,95090
2010/03/30,SPY,SPY,S,CBOE,144535
2010/03/31,SPY,SPY,S,CBOE,130324
2010/04/01,SPY,SPY,S,CBOE,231266
2010/04/05,SPY,SPY,S,CBOE,231331
2010/04/06,SPY,SPY,S,CBOE,195069
2010/04/07,SPY,SPY,S,CBOE,232715
2010/04/08,SPY,SPY,S,CBOE,259425
2010/04/09,SPY,SPY,S,CBOE,245816
2010/04/12,SPY,SPY,S,CBOE,231799
2010/04/13,SPY,SPY,S,CBOE,282915
2010/04/14,SPY,SPY,S,CBOE,400944
2010/04/15,SPY,SPY,S,CBOE,304766
2010/04/16,SPY,SPY,S,CBOE,729609
2010/04/19,SPY,SPY,S,CBOE,314913
2010/04/20,SPY,SPY,S,CBOE,326828
2010/04/21,SPY,SPY,S,CBOE,315582
2010/04/22,SPY,SPY,S,CBOE,361326
2010/04/23,SPY,SPY,S,CBOE,316044
2010/04/26,SPY,SPY,S,CBOE,150264
2010/04/27,SPY,SPY,S,CBOE,434998
2010/04/28,SPY,SPY,S,CBOE,326667
2010/04/29,SPY,SPY,S,CBOE,259035
2010/04/30,SPY,SPY,S,CBOE,421637
2010/05/03,SPY,SPY,S,CBOE,270300
2010/05/04,SPY,SPY,S,CBOE,547086
2010/05/05,SPY,SPY,S,CBOE,611653
2010/05/06,SPY,SPY,S,CBOE,886028
2010/05/07,SPY,SPY,S,CBOE,763306
2010/05/10,SPY,SPY,S,CBOE,473814
2010/05/11,SPY,SPY,S,CBOE,347863
2010/05/12,SPY,SPY,S,CBOE,327909
2010/05/13,SPY,SPY,S,CBOE,372898
2010/05/14,SPY,SPY,S,CBOE,646187
2010/05/17,SPY,SPY,S,CBOE,518914
2010/05/18,SPY,SPY,S,CBOE,594217
2010/05/19,SPY,SPY,S,CBOE,854030
2010/05/20,SPY,SPY,S,CBOE,1245363
2010/05/21,SPY,SPY,S,CBOE,1297233
2010/05/24,SPY,SPY,S,CBOE,371005
2010/05/25,SPY,SPY,S,CBOE,670452
2010/05/26,SPY,SPY,S,CBOE,608937
2010/05/27,SPY,SPY,S,CBOE,450781
2010/05/28,SPY,SPY,S,CBOE,306612
2010/06/01,SPY,SPY,S,CBOE,271041
2010/06/02,SPY,SPY,S,CBOE,287491
2010/06/03,SPY,SPY,S,CBOE,549692
2010/06/04,SPY,SPY,S,CBOE,463198
2010/06/07,SPY,SPY,S,CBOE,508470
2010/06/08,SPY,SPY,S,CBOE,564750
2010/06/09,SPY,SPY,S,CBOE,327837
2010/06/10,SPY,SPY,S,CBOE,550912
2010/06/11,SPY,SPY,S,CBOE,436061
2010/06/14,SPY,SPY,S,CBOE,316069
2010/06/15,SPY,SPY,S,CBOE,498488
2010/06/16,SPY,SPY,S,CBOE,433909
2010/06/17,SPY,SPY,S,CBOE,601269
2010/06/18,SPY,SPY,S,CBOE,354581
2010/06/21,SPY,SPY,S,CBOE,311804
2010/06/22,SPY,SPY,S,CBOE,468836
2010/06/23,SPY,SPY,S,CBOE,503919
2010/06/24,SPY,SPY,S,CBOE,595691
2010/06/25,SPY,SPY,S,CBOE,361702
2010/06/28,SPY,SPY,S,CBOE,233564
2010/06/29,SPY,SPY,S,CBOE,813257
2010/06/30,SPY,SPY,S,CBOE,405888
2010/07/01,SPY,SPY,S,CBOE,717741
2010/07/02,SPY,SPY,S,CBOE,289256
2010/07/06,SPY,SPY,S,CBOE,368606
2010/07/07,SPY,SPY,S,CBOE,421487
2010/07/08,SPY,SPY,S,CBOE,334867
2010/07/09,SPY,SPY,S,CBOE,244017
2010/07/12,SPY,SPY,S,CBOE,235408
2010/07/13,SPY,SPY,S,CBOE,344258
2010/07/14,SPY,SPY,S,CBOE,354995
2010/07/15,SPY,SPY,S,CBOE,326428
2010/07/16,SPY,SPY,S,CBOE,523987
2010/07/19,SPY,SPY,S,CBOE,233114
2010/07/20,SPY,SPY,S,CBOE,380140
2010/07/21,SPY,SPY,S,CBOE,225606
2010/07/22,SPY,SPY,S,CBOE,345968
2010/07/23,SPY,SPY,S,CBOE,314854
2010/07/26,SPY,SPY,S,CBOE,285690
2010/07/27,SPY,SPY,S,CBOE,173466
2010/07/28,SPY,SPY,S,CBOE,278386
2010/07/29,SPY,SPY,S,CBOE,372784
2010/07/30,SPY,SPY,S,CBOE,276309
2010/08/02,SPY,SPY,S,CBOE,250136
2010/08/03,SPY,SPY,S,CBOE,150963
2010/08/04,SPY,SPY,S,CBOE,147997
2010/08/05,SPY,SPY,S,CBOE,215130
2010/08/06,SPY,SPY,S,CBOE,459074
2010/08/09,SPY,SPY,S,CBOE,154010
2010/08/10,SPY,SPY,S,CBOE,287090
2010/08/11,SPY,SPY,S,CBOE,403446
2010/08/12,SPY,SPY,S,CBOE,379145
2010/08/13,SPY,SPY,S,CBOE,295982
2010/08/16,SPY,SPY,S,CBOE,200202
2010/08/17,SPY,SPY,S,CBOE,303221
2010/08/18,SPY,SPY,S,CBOE,244789
2010/08/19,SPY,SPY,S,CBOE,480198
2010/08/20,SPY,SPY,S,CBOE,409116
2010/08/23,SPY,SPY,S,CBOE,308375
2010/08/24,SPY,SPY,S,CBOE,322268
2010/08/25,SPY,SPY,S,CBOE,387337
2010/08/26,SPY,SPY,S,CBOE,323705
2010/08/27,SPY,SPY,S,CBOE,422563
2010/08/30,SPY,SPY,S,CBOE,229846
2010/08/31,SPY,SPY,S,CBOE,214342
2010/09/01,SPY,SPY,S,CBOE,402345
2010/09/02,SPY,SPY,S,CBOE,318494
2010/09/03,SPY,SPY,S,CBOE,497940
2010/09/07,SPY,SPY,S,CBOE,578485
2010/09/08,SPY,SPY,S,CBOE,354226
2010/09/09,SPY,SPY,S,CBOE,246689
2010/09/10,SPY,SPY,S,CBOE,363463
2010/09/13,SPY,SPY,S,CBOE,276339
2010/09/14,SPY,SPY,S,CBOE,236152
2010/09/15,SPY,SPY,S,CBOE,343170
2010/09/16,SPY,SPY,S,CBOE,546446
2010/09/17,SPY,SPY,S,CBOE,444263
2010/09/20,SPY,SPY,S,CBOE,383305
2010/09/21,SPY,SPY,S,CBOE,343712
2010/09/22,SPY,SPY,S,CBOE,320695
2010/09/23,SPY,SPY,S,CBOE,375396
2010/09/24,SPY,SPY,S,CBOE,339379
2010/09/27,SPY,SPY,S,CBOE,197406
2010/09/28,SPY,SPY,S,CBOE,238623
2010/09/29,SPY,SPY,S,CBOE,204923
2010/09/30,SPY,SPY,S,CBOE,525926
2010/10/01,SPY,SPY,S,CBOE,359558
2010/10/04,SPY,SPY,S,CBOE,217590
2010/10/05,SPY,SPY,S,CBOE,465415
2010/10/06,SPY,SPY,S,CBOE,298393
2010/10/07,SPY,SPY,S,CBOE,471437
2010/10/08,SPY,SPY,S,CBOE,413635
2010/10/11,SPY,SPY,S,CBOE,233642
2010/10/12,SPY,SPY,S,CBOE,647060
2010/10/13,SPY,SPY,S,CBOE,567403
2010/10/14,SPY,SPY,S,CBOE,448793
2010/10/15,SPY,SPY,S,CBOE,553777
2010/10/18,SPY,SPY,S,CBOE,332011
2010/10/19,SPY,SPY,S,CBOE,345913
2010/10/20,SPY,SPY,S,CBOE,342173
2010/10/21,SPY,SPY,S,CBOE,393561
2010/10/22,SPY,SPY,S,CBOE,215841
2010/10/25,SPY,SPY,S,CBOE,223773
2010/10/26,SPY,SPY,S,CBOE,288933
2010/10/27,SPY,SPY,S,CBOE,274459
2010/10/28,SPY,SPY,S,CBOE,390518
2010/10/29,SPY,SPY,S,CBOE,357384
2010/11/01,SPY,SPY,S,CBOE,357111
2010/11/02,SPY,SPY,S,CBOE,325819
2010/11/03,SPY,SPY,S,CBOE,433504
2010/11/04,SPY,SPY,S,CBOE,457535
2010/11/05,SPY,SPY,S,CBOE,384819
2010/11/08,SPY,SPY,S,CBOE,212671
2010/11/09,SPY,SPY,S,CBOE,377901
2010/11/10,SPY,SPY,S,CBOE,326678
2010/11/11,SPY,SPY,S,CBOE,282511
2010/11/12,SPY,SPY,S,CBOE,475635
2010/11/15,SPY,SPY,S,CBOE,306454
2010/11/16,SPY,SPY,S,CBOE,562335
2010/11/17,SPY,SPY,S,CBOE,249690
2010/11/18,SPY,SPY,S,CBOE,514222
2010/11/19,SPY,SPY,S,CBOE,531351
2010/11/22,SPY,SPY,S,CBOE,224918
2010/11/23,SPY,SPY,S,CBOE,262831
2010/11/24,SPY,SPY,S,CBOE,318400
2010/11/26,SPY,SPY,S,CBOE,180773
2010/11/29,SPY,SPY,S,CBOE,259483
2010/11/30,SPY,SPY,S,CBOE,236281
2010/12/01,SPY,SPY,S,CBOE,248803
2010/12/02,SPY,SPY,S,CBOE,384941
2010/12/03,SPY,SPY,S,CBOE,307948
2010/12/06,SPY,SPY,S,CBOE,139296
2010/12/07,SPY,SPY,S,CBOE,288973
2010/12/08,SPY,SPY,S,CBOE,182273
2010/12/09,SPY,SPY,S,CBOE,204944
2010/12/10,SPY,SPY,S,CBOE,318278
2010/12/13,SPY,SPY,S,CBOE,264660
2010/12/14,SPY,SPY,S,CBOE,756655
2010/12/15,SPY,SPY,S,CBOE,216041
2010/12/16,SPY,SPY,S,CBOE,972867
2010/12/17,SPY,SPY,S,CBOE,335803
2010/12/20,SPY,SPY,S,CBOE,215561
2010/12/21,SPY,SPY,S,CBOE,279300
2010/12/22,SPY,SPY,S,CBOE,271821
2010/12/23,SPY,SPY,S,CBOE,293867
2010/12/27,SPY,SPY,S,CBOE,166340
2010/12/28,SPY,SPY,S,CBOE,169204
2010/12/29,SPY,SPY,S,CBOE,145106
2010/12/30,SPY,SPY,S,CBOE,138285
2010/12/31,SPY,SPY,S,CBOE,238627
2011/01/03,SPY,SPY,S,CBOE,357383
2011/01/04,SPY,SPY,S,CBOE,286387
2011/01/05,SPY,SPY,S,CBOE,298767
2011/01/06,SPY,SPY,S,CBOE,395849
2011/01/07,SPY,SPY,S,CBOE,606984
2011/01/10,SPY,SPY,S,CBOE,223159
2011/01/11,SPY,SPY,S,CBOE,201329
2011/01/12,SPY,SPY,S,CBOE,733647
2011/01/13,SPY,SPY,S,CBOE,292138
2011/01/14,SPY,SPY,S,CBOE,412759
2011/01/18,SPY,SPY,S,CBOE,514175
2011/01/19,SPY,SPY,S,CBOE,424331
2011/01/20,SPY,SPY,S,CBOE,494640
2011/01/21,SPY,SPY,S,CBOE,520474
2011/01/24,SPY,SPY,S,CBOE,272295
2011/01/25,SPY,SPY,S,CBOE,421344
2011/01/26,SPY,SPY,S,CBOE,225145
2011/01/27,SPY,SPY,S,CBOE,401475
2011/01/28,SPY,SPY,S,CBOE,694025
2011/01/31,SPY,SPY,S,CBOE,295156
2011/02/01,SPY,SPY,S,CBOE,808609
2011/02/02,SPY,SPY,S,CBOE,338393
2011/02/03,SPY,SPY,S,CBOE,348131
2011/02/04,SPY,SPY,S,CBOE,350608
2011/02/07,SPY,SPY,S,CBOE,304406
2011/02/08,SPY,SPY,S,CBOE,223906
2011/02/09,SPY,SPY,S,CBOE,359445
2011/02/10,SPY,SPY,S,CBOE,311711
2011/02/11,SPY,SPY,S,CBOE,380684
2011/02/14,SPY,SPY,S,CBOE,169046
2011/02/15,SPY,SPY,S,CBOE,535309
2011/02/16,SPY,SPY,S,CBOE,608216
2011/02/17,SPY,SPY,S,CBOE,336676
2011/02/18,SPY,SPY,S,CBOE,732999
2011/02/22,SPY,SPY,S,CBOE,375466
2011/02/23,SPY,SPY,S,CBOE,752814
2011/02/24,SPY,SPY,S,CBOE,466872
2011/02/25,SPY,SPY,S,CBOE,374444
2011/02/28,SPY,SPY,S,CBOE,258362
2011/03/01,SPY,SPY,S,CBOE,347741
2011/03/02,SPY,SPY,S,CBOE,339428
2011/03/03,SPY,SPY,S,CBOE,383712
2011/03/04,SPY,SPY,S,CBOE,419495
2011/03/07,SPY,SPY,S,CBOE,444228
2011/03/08,SPY,SPY,S,CBOE,376154
2011/03/09,SPY,SPY,S,CBOE,262402
2011/03/10,SPY,SPY,S,CBOE,780670
2011/03/11,SPY,SPY,S,CBOE,597329
2011/03/14,SPY,SPY,S,CBOE,393496
2011/03/15,SPY,SPY,S,CBOE,1168686
2011/03/16,SPY,SPY,S,CBOE,1095796
2011/03/17,SPY,SPY,S,CBOE,671438
2011/03/18,SPY,SPY,S,CBOE,821424
2011/03/21,SPY,SPY,S,CBOE,318848
2011/03/22,SPY,SPY,S,CBOE,168225
2011/03/23,SPY,SPY,S,CBOE,235241
2011/03/24,SPY,SPY,S,CBOE,341759
2011/03/25,SPY,SPY,S,CBOE,481096
2011/03/28,SPY,SPY,S,CBOE,348327
2011/03/29,SPY,SPY,S,CBOE,249662
2011/03/30,SPY,SPY,S,CBOE,405852
2011/03/31,SPY,SPY,S,CBOE,428871
2011/04/01,SPY,SPY,S,CBOE,470208
2011/04/04,SPY,SPY,S,CBOE,492352
2011/04/05,SPY,SPY,S,CBOE,249318
2011/04/06,SPY,SPY,S,CBOE,238682
2011/04/07,SPY,SPY,S,CBOE,579319
2011/04/08,SPY,SPY,S,CBOE,588430
2011/04/11,SPY,SPY,S,CBOE,399957
2011/04/12,SPY,SPY,S,CBOE,909393
2011/04/13,SPY,SPY,S,CBOE,339806
2011/04/14,SPY,SPY,S,CBOE,636417
2011/04/15,SPY,SPY,S,CBOE,828689
2011/04/18,SPY,SPY,S,CBOE,538986
2011/04/19,SPY,SPY,S,CBOE,307954
2011/04/20,SPY,SPY,S,CBOE,634030
2011/04/21,SPY,SPY,S,CBOE,573555
2011/04/25,SPY,SPY,S,CBOE,156071
2011/04/26,SPY,SPY,S,CBOE,470673
2011/04/27,SPY,SPY,S,CBOE,405335
2011/04/28,SPY,SPY,S,CBOE,388218
2011/04/29,SPY,SPY,S,CBOE,537997
2011/05/02,SPY,SPY,S,CBOE,359732
2011/05/03,SPY,SPY,S,CBOE,294440
2011/05/04,SPY,SPY,S,CBOE,460398
2011/05/05,SPY,SPY,S,CBOE,564745
2011/05/06,SPY,SPY,S,CBOE,576751
2011/05/09,SPY,SPY,S,CBOE,200123
2011/05/10,SPY,SPY,S,CBOE,198234
2011/05/11,SPY,SPY,S,CBOE,355829
2011/05/12,SPY,SPY,S,CBOE,418410
2011/05/13,SPY,SPY,S,CBOE,340436
2011/05/16,SPY,SPY,S,CBOE,295818
2011/05/17,SPY,SPY,S,CBOE,615884
2011/05/18,SPY,SPY,S,CBOE,365920
2011/05/19,SPY,SPY,S,CBOE,422682
2011/05/20,SPY,SPY,S,CBOE,706378
2011/05/23,SPY,SPY,S,CBOE,467324
2011/05/24,SPY,SPY,S,CBOE,353508
2011/05/25,SPY,SPY,S,CBOE,302449
2011/05/26,SPY,SPY,S,CBOE,419939
2011/05/27,SPY,SPY,S,CBOE,403467
2011/05/31,SPY,SPY,S,CBOE,458400
2011/06/01,SPY,SPY,S,CBOE,498591
2011/06/02,SPY,SPY,S,CBOE,592363
2011/06/03,SPY,SPY,S,CBOE,569556
2011/06/06,SPY,SPY,S,CBOE,413333
2011/06/07,SPY,SPY,S,CBOE,417625
2011/06/08,SPY,SPY,S,CBOE,531407
2011/06/09,SPY,SPY,S,CBOE,364354
2011/06/10,SPY,SPY,S,CBOE,622950
2011/06/13,SPY,SPY,S,CBOE,439044
2011/06/14,SPY,SPY,S,CBOE,472287
2011/06/15,SPY,SPY,S,CBOE,771721
2011/06/16,SPY,SPY,S,CBOE,1030047
2011/06/17,SPY,SPY,S,CBOE,740467
2011/06/20,SPY,SPY,S,CBOE,430350
2011/06/21,SPY,SPY,S,CBOE,604734
